id,User,Date,Tweet
182,officialABAT,2019-09-13 11:08:33+00:00,2...the rule of law came to the defence of democracy by affirming the sovereign will of the people. Their will was expressed during the February 23 election when a vast...
183,officialABAT,2019-09-13 11:08:33+00:00,"Presidential Election Tribunal Verdict, Justice Served, Democracy Saved

1. With the unanimous ruling of the Court of Appeal dismissing the Presidential Election Petition of PDP candidate Alhaji Abubakar Atiku today..."
184,officialABAT,2019-09-06 12:18:47+00:00,"19. I pray that his soul rest in perfect peace with his creator (Amin). 

SIGNED

Asiwaju Bola Ahmed Tinubu"
185,officialABAT,2019-09-06 12:18:47+00:00,"18. Lagos State and Nigeria as a whole. I condole with his wives, his children, the extended Tinubu family, all his loved ones as well as the government and people of Lagos State on this sad loss."
186,officialABAT,2019-09-06 12:18:46+00:00,"18. It is gratifying that these have today risen to critical managerial positions in the Service. The late Rafiu Tinubu came, saw and gave his very best to the development of the Lagos State Civil Service..."
187,officialABAT,2019-09-06 12:18:46+00:00,"17. Alhaji Rafiu Tinubu was particularly passionate about recruiting new, talented hands into the Service, which commenced with the employment of 5000 fresh graduates into the civil service in Y2000 popularly known as the millennium staff."
188,officialABAT,2019-09-06 12:18:45+00:00,"16. At the same time, we commenced during his tenure as HOS, the reorganization, reequipping and transformation of the Lagos State Public Service to the pride of place it occupies in Nigeria’s public administration today."
189,officialABAT,2019-09-06 12:18:45+00:00,"15. His advice helped us greatly in appointing a team of highly capable, experienced and dedicated Permanent Secretaries who played indelible roles in our administration’s success in laying a solid foundation for the continuing transformation of Lagos."
190,officialABAT,2019-09-06 12:18:45+00:00,14...especially as the capacity of our administration to meet our welfare obligations to workers systematically grew as a result of our far-reaching reforms.
191,officialABAT,2019-09-06 12:18:44+00:00,"13. Alhaji Tinubu’s experience and wise counsel played a crucial role in enabling us go through that difficult period and forge a relationship of mutual trust, confidence and respect by both parties.."
192,officialABAT,2019-09-06 12:18:44+00:00,"12. I recall that at the inception of my administration, there was a protracted labour crisis between the government and the public service as a result of the new minimum wage of N7,500 which the state was unable to pay at the time due to the near insolvent state of its finances."
193,officialABAT,2019-09-06 12:18:43+00:00,11. His experience and dexterity in the complex politics of the public service was of tremendous value to my administration and helped to gradually build and sustain a cordial working relationship between the political class and the bureaucratic machinery of the public service.
194,officialABAT,2019-09-06 12:18:42+00:00,10...Alhaji Rafiu Tinubu had served with dedication and distinction in various administrative positions both in the State Civil Service and Local Government Service over a period of two decades.
195,officialABAT,2019-09-06 12:18:42+00:00,9...rising from the lower rungs to the upper echelon of the Lagos State Public Service between 1978 and 1999. Before his appointment as my administration’s first Head of Service (HOS) in 1999...
196,officialABAT,2019-09-06 12:18:41+00:00,"8. As a family member, he would understandably desire nothing but the success of my administration. But much more than that, he had the requisite intellectual grounding as well as public service managerial experience..."
197,officialABAT,2019-09-06 12:18:41+00:00,7...on which the success of any government depends to a significant extent. Nobody at that time could fit the bill as perfectly as Alhaji Rafiu Babatunde Tinubu.
198,officialABAT,2019-09-06 12:18:40+00:00,"6. Coming into office as governor from the private sector, I knew that I needed a Head of the State Civil Service who I could trust and who would help forge a harmonious relationship between my administration and the public service..."
199,officialABAT,2019-09-06 12:18:40+00:00,5...particularly because of the critical role he played in helping to lay a firm foundation for the success of my administration during my two-term tenure as governor of Lagos State between 1999 and 2007.
200,officialABAT,2019-09-06 12:18:39+00:00,4...particularly because of the critical role he played in helping to lay a firm foundation for the success of my administration during my two-term tenure as governor of Lagos State between 1999 and 2007.
201,officialABAT,2019-09-06 12:18:39+00:00,"3. The memory of this distinguished public servant, passionate Lagosian and patriotic Nigerian popularly known simply as RAB by all and sundry will ever remain fresh in my mind..."
202,officialABAT,2019-09-06 12:18:38+00:00,"2...of my first cousin and eminent member of our highly-respected family, Alhaji Rafiu Babatunde Tinubu, son of Dr. Abdul Hameed Saka Tinubu."
203,officialABAT,2019-09-06 12:18:38+00:00,"1. CONDOLENCE LETTER TO TINUBU OVER TRANSITION OF ALHAJI RAB TINUBU

It was with a heavy heart that I received the news of the passing away on, Wednesday, September 4, 2019..."
204,officialABAT,2019-08-16 13:15:46+00:00,"May He also imbue all of us in the Tinubu and Olowu families and indeed all those he left behind the strength to continue in his absence.”

Asiwaju Bola Ahmed Tinubu

August 15, 2019."
205,officialABAT,2019-08-16 13:15:46+00:00,"Later in 1992 at the Barcelona Olympics, he emerged the first Nigerian Olympic torch-bearer.

“Baba KAB would be sorely missed by family, friends, associates and all those who encountered him. My prayer is that Almighty Allah accept his soul and grant him Aljanna Fridaus."
206,officialABAT,2019-08-16 13:15:46+00:00,"It was no surprise that as a result of these international sporting accomplishments, he became the first Nigerian to officiate at the 1966 Commonwealth Games in Kingston, Jamaica. He was Nigerian team manager to the 1976 Summer Olympics in Montreal, Canada."
207,officialABAT,2019-08-16 13:15:45+00:00,"At the 1954 British Empire and Commonwealth Games held in Canada, he won silver medals in long jump and the 4 x 110 yards relay, becoming the first Nigerian athlete to win two medals at the Commonwealth Games."
208,officialABAT,2019-08-16 13:15:44+00:00,"...who was part of Nigeria’s first delegation to the 1950 British Empire Games in Auckland, New Zealand (now Commonwealth Games). He was among the first group of Nigerians to participate in the Olympic Games and was particularly at the 1952 Summer Olympics Games."
209,officialABAT,2019-08-16 13:15:43+00:00,"The many laurels he won for the country and the honours he brought to Nigeria from many international tournaments are apt testimony to this immutable commitment to Nigeria.

“Papa’s laudable contributions in sports are worth recalling.He was that Nigerian sprinter and long jumper"
210,officialABAT,2019-08-16 13:15:43+00:00,"He was for several years a prominent member of the Athletics Federation of Nigeria (AFN). He believed in Nigeria and was irrevocably committed to her greatness. Even in his old age, he spoke and dreamt of Nigeria’s enduring greatness."
211,officialABAT,2019-08-16 13:15:43+00:00,"To give back to society, he set up the sports complex at the Nigerian Prison in Kirikiri, Lagos where he worked for some years. He also set up the then Prisons Athletics club, which produced many athletes for Nigeria."
212,officialABAT,2019-08-16 13:15:42+00:00,"He was already working as a civil servant before he won a Federal Government scholarship to study Physical Education in Loughborough College Leicestershire, England in 1952 from where he graduated in 1955."
213,officialABAT,2019-08-16 13:15:42+00:00,"At CMS Grammar School in Lagos, he was the Sports Prefect during his time. After his athletics career, he worked in the Nigerian Prisons Service. But he never left his love for sports."
214,officialABAT,2019-08-16 13:15:41+00:00,"His sporting career began at St Paul’s Primary School, Breadfruit, Lagos where in 1936 he represented the school at the Empire Day Athletics in commemoration of the British Empire Day celebrated in Britain and her colonies before Nigeria’s independence in 1960."
215,officialABAT,2019-08-16 13:15:41+00:00,"KAB made immense contributions to Lagos. He served as the Chairman, Lagos State Sports Council. He was also the Chief Starter at the 1973 All-Africa Games held in Lagos, Nigeria. Papa served the country through athletics and in many other capacities."
216,officialABAT,2019-08-16 13:15:40+00:00,Many of us in the family grew up under his watch and mentoring for which we remain eternally grateful. I particularly drank from his fountain of knowledge and wisdom.
217,officialABAT,2019-08-16 13:15:40+00:00,"...taking over from his parents B.M.S. Olowu and R.A. Olowu (nee Tinubu). He was the first grandson of Madam Tinubu and Saka Tinubu. As the Oloriebe of the family, Alhaji KAB’s life exemplified the goodness in the Tinubu family name. He appreciably lived that name."
218,officialABAT,2019-08-16 13:15:39+00:00,"Baba KAB was a philanthropist, committed nationalist and devout Muslim. He worshipped Allah with all his heart. From what he had, he pleasurably gave to mankind. He was the (Oloriebi) patriarch of the Tinubu family,..."
219,officialABAT,2019-08-16 13:15:39+00:00,"He was a foremost athlete who represented the country in many international sporting competitions and came back home with many important laurels. On Wednesday August 14 when he passed on to eternal glory, he was one of Africa’s oldest, if not the oldest Olympians."
220,officialABAT,2019-07-14 12:48:36+00:00,"12. ...in order to lend the comfort to you and the Fasoranti and Olakunrin families that only He can provide. 
 
May the loving and beautiful soul of Funke now and forever more rest gently in the bosom of the Lord. May God give you the strength and solace to carry on."
221,officialABAT,2019-07-14 12:48:35+00:00,11. I too have lost a precious child. I have a sense of what you are going through. Words are insufficient to express my innermost sentiments at this moment. All I can say is that my fervent prayer is for God to extend His divine hand...
222,officialABAT,2019-07-14 12:48:35+00:00,10. We have faith that justice will indeed be done. But we must seek more than this. All of us who love you must also work together to honour Funke’s life by taking concrete steps to make sure such attacks do not continue to occur against the innocent and the peaceful.
223,officialABAT,2019-07-14 12:48:35+00:00,9.  I have been assured by government and law enforcement authorities that the perpetrators of this terrible act will be apprehended and face the brunt of the law for what they have committed.
224,officialABAT,2019-07-14 12:48:34+00:00,8. Everyone loves and supports you. I am sure that no effort will be spared in identifying the assailants and bringing them to full justice.
225,officialABAT,2019-07-14 12:48:34+00:00,"7. Unfortunately, some people are eagerly trying to use this tragedy to advance their political agendas. I sincerely regret such behaviour for it is wrong and out of place.  It does not well fit the moment. This is a time for consolation and genuine condolence."
226,officialABAT,2019-07-14 12:48:34+00:00,"6. Not long after, she sent another message: “Just to appreciate you once more. I am here Sir. The treatment is progressing. I am trusting GOD. Thank u for making it possible. Mo dupe Sir. May you continue to grow in His Grace. Amen.”"
227,officialABAT,2019-07-14 12:48:33+00:00,5. “Thank you so much for your help. I appreciate your help. You helped me to get another opportunity to live. Mo dupe. Best regards and with all respect.”
228,officialABAT,2019-07-14 12:48:33+00:00,"4. Showing her fine personal character and gratitude, Funke wrote the following words to me which I wish to share with you now to illustrate the goodness of her spirit:"
229,officialABAT,2019-07-14 12:48:33+00:00,3. Funke and I shared a happy and close relationship. We regularly exchanged ideas and advice to each other. We could speak to each other freely and honestly because of mutual respect that described our relationship. These talks enriched me. I shall miss them.
230,officialABAT,2019-07-14 12:48:32+00:00,"2. Like her father, she exemplified the best traits of our people. It is senseless and extremely painful that such a fine human being would be attacked by armed assailants while she was travelling with family members along Akure-Ore road."
231,officialABAT,2019-07-14 12:48:32+00:00,"1. Condolence Letter:
Dear Pa Reuben Fasoranti
My heart aches with a profound sense of grief and loss over the tragic death of your daughter, the beloved Funke Olakunrin. Funke was an amiable and good soul who did and meant no harm to anyone."
232,officialABAT,2019-07-14 12:16:51+00:00,"Asiwaju Bola Tinubu pays a condolence visit to Pa Reuben Fasoranti, Afenifere leader, at his Akure residence, over the killing of his daughter, Mrs. Funke Olakunrin, along the Ondo Ore Road. https://t.co/bREF3xlBuX"
233,officialABAT,2019-07-09 19:03:44+00:00,"2. Neither the group nor its souvenirs are known to Asiwaju Bola Tinubu. 
We hereby, through this medium, categorically deny any knowledge of the group and dissociates Asiwaju Tinubu from the group’s unsolicited and unwarranted materials. 

Tinubu Media Office,
July 9, 2019."
234,officialABAT,2019-07-09 19:03:43+00:00,"1. We have seen pictures of face caps, T shirts, shirts and even leaflets with Bola Tinubu 2023 embossed on them purportedly by a faceless group which christened itself ‘Asiwaju Reloaded Ambassadors’ Nigeria’."
235,officialABAT,2019-07-05 15:32:53+00:00,"9. It is now time to rally round and join hands with the government to move Osun to the Next Level”.

Asiwaju Bola Tinubu

July 5, 2019"
236,officialABAT,2019-07-05 15:32:53+00:00,"8. The All Progressives Congress must be commended for standing firmly behind the governor. Also, PDP and its candidate, Senator Ademola Adeleke, have exercised and exhausted their rights as expected of them. I praise them for their doggedness."
237,officialABAT,2019-07-05 15:32:52+00:00,"7. I urge them to continue to assist the security agencies in maintaining and sustaining the peace. Governor Oyetola should be magnanimous in victory, extend his hands of fellowship to the Peoples Democratic Party and continue to unite the people."
238,officialABAT,2019-07-05 15:32:52+00:00,6. I congratulate Governor Oyetola for his steadfastness and for remaining calm while the electoral case lasted. I commend the government and people of Osun in allowing the rule of law to run its entire course.
239,officialABAT,2019-07-05 15:32:52+00:00,"5. The decision of the apex court lays to rest the tussle over Osun governorship and removes all encumbrances on the path of the governor. Now, governance can begin in full swing and the people of Osun can begin to reap the fruits of the government they voted to put in place."
240,officialABAT,2019-07-05 15:32:51+00:00,"4. On the issue of the Electoral Act, it is only the INEC, as the electoral body, that can apply the law appropriately with respect to elections. “This, the commission did rightly. It discharged itself creditably on the Osun election."
241,officialABAT,2019-07-05 15:32:51+00:00,3. The court did not rule based on any hearsay but acted on the basis of the merits and demerits of the case before it. The Supreme Court and the judiciary therefore deserve our commendation for it has further strengthened the democratic process.
242,officialABAT,2019-07-05 15:32:50+00:00,"2. The judgement has further vindicated the judiciary as unbiased, independent and impartial. In spite of the intimidation, unnecessary accusations and rumour-mongering, the apex court lived to its billing by dispensing justice without fear or favour."
243,officialABAT,2019-07-05 15:32:50+00:00,1. Today (Friday’s) Supreme Court judgment affirming the victory of Governor Isiaka Adegboyega Oyetola of Osun State is a further testimony that our judiciary is firmly on course and works in synch with the people aspiration.
244,officialABAT,2019-06-27 15:55:10+00:00,"Meeting with Catriona Laing, the new British High Commissioner to Nigeria, in the company of the Deputy High Commissioner, Harriet Thompson, today in Abuja. https://t.co/ccMR4SDFVJ"
245,officialABAT,2019-06-13 00:37:16+00:00,"13. ""I wish the Senate President, Deputy Senate President, Speaker and Deputy Speaker and all their colleagues in the National Assembly a successful and impactful tenure and once again congratulations."""
246,officialABAT,2019-06-13 00:37:15+00:00,"12. ""I also congratulate those who contested the various positions but did not win at present for putting up a gallant fight. However, the time has now come to put aside all differences and rally round the new officers to work together."
247,officialABAT,2019-06-13 00:37:15+00:00,"11. ""Our system speaks of complimentarity between the Executive and Legislature and does not preclude the Legislature from working harmoniously with the Executive in the service of our people."
248,officialABAT,2019-06-13 00:37:14+00:00,"10. A convivial and cooperative relationship between the legislative and executive arms of government is our best chance at achieving the progress that we, as Nigerians, deserve and it’s incumbent on our new leaders to make this a reality in this next dispensation."
249,officialABAT,2019-06-13 00:37:13+00:00,"9. ""It is imperative that the new leadership quickly departs from the adversarial posture of those that came before and extends hands of fellowship and friendship to the Executive."
250,officialABAT,2019-06-13 00:37:13+00:00,"8. This they must do with detailed, timely and progressive legislative initiatives and restore a sense of patriotism to the exalted offices they now occupy."
251,officialABAT,2019-06-13 00:37:12+00:00,7. Their task now is to compliment and support President Muhammadu Buhari to deliver on his administration’s progressive agenda and truly take the country to the Next Level.
252,officialABAT,2019-06-13 00:37:12+00:00,"6. ""As our National Assembly leaders, I urge them to do all within their powers to not only nurture and deepen the institutions of the parliament but also our promising democracy."
253,officialABAT,2019-06-13 00:37:11+00:00,5...we look backwards to recognise the sacrifices and valour of our heroes past. We also look forward with hope for the future of our nation and our democracy.
254,officialABAT,2019-06-13 00:37:11+00:00,"4. ""Their emergence as leaders of the 9th National Assembly comes at a crucial time in our nation’s history. As we celebrate 20 years of uninterrupted democracy and our new National Democracy Day of June 12,"
255,officialABAT,2019-06-13 00:37:10+00:00,3. To have been selected by such overwhelming majorities by their peers is a wonderful honour and a clear demonstration of the implicit confidence reposed in them as leaders and legislators. The offices these leaders have been entrusted with are sacred and must not be toyed with.
256,officialABAT,2019-06-13 00:37:10+00:00,"2...Senator Ovie Omo-Agege and Hon. Ahmed Idris Wase, on their election as presiding officers of the 9th National Assembly."
257,officialABAT,2019-06-13 00:37:09+00:00,"1. Tinubu Congratulates Lawan, Gbajabiamila

""I congratulate Senate President Ahmed Lawan, Speaker of the House of Representatives, Hon. Femi Gbajabiamila, and their deputies,"
258,officialABAT,2019-06-11 20:59:35+00:00,"18. As the historic restoration of June 12 to its proper place by the Buhari administration sets democracy free to soar in our land, let us rededicate ourselves to the challenge of utilizing democracy to set Nigeria free from poverty."
259,officialABAT,2019-06-11 20:59:35+00:00,17. “We must take concerted efforts to banish poverty from Nigeria. To rid Nigeria of poverty is indeed a task that must be done.
260,officialABAT,2019-06-11 20:59:35+00:00,"16...as well as its various social intervention programmes aimed at uplifting the vast majority of our people out of dehumanizing poverty, political instability and insecurity."
261,officialABAT,2019-06-11 20:59:35+00:00,"15. “It is indeed incumbent on us all, particularly those in positions of authority at all levels, to vigorously support President Muhammadu Buhari administration as it invests massively and on an unprecedented scale in the renewal and expansion of infrastructure..."
262,officialABAT,2019-06-11 20:59:34+00:00,"14...communal violence and herdsmen/farmers clashes among other is the protracted economic crisis that has worsened poverty, unemployment and inequality in Nigeria over the last four decades."
263,officialABAT,2019-06-11 20:59:34+00:00,"13. Indeed, at the root of the severe existential challenges, which confront the country today such as religious extremism, terrorism, banditry, kidnapping, cultism, ritual killing, armed, robbery,..."
264,officialABAT,2019-06-11 20:59:34+00:00,12...and thus his campaign slogan was “Farewell to Poverty”. The problem of poverty remains primal and fundamental in our land today.
265,officialABAT,2019-06-11 20:59:34+00:00,11. “It was indeed his deep aversion to poverty and the avoidable suffering of the majority of our people that compelled Chief MKO Abiola to contest Nigeria’s presidency...
266,officialABAT,2019-06-11 20:59:33+00:00,10. Without those who stoutly stood on June 12 and sacrificed life let us renew our commitment to utilizing democracy as a vehicle for eliminating poverty in our land as well as providing prosperity and life more abundant for the teeming millions of our people.
267,officialABAT,2019-06-11 20:59:33+00:00,"9. Observing May 29 as democracy day delinks the country’s democratic experience since 1999 from the protracted and bitter struggle against military dictatorship from June 12, 1993, till the forced exit of the military in 1999."
268,officialABAT,2019-06-11 20:59:33+00:00,"8. As important as it certainly is, May 29 does not carry the weight of significance that June 12 does in Nigeria’s democratic evolution. May 29th is at best an arbitrary date on which the military chose to hand over the reins of power to an elected civilian government in 1999."
269,officialABAT,2019-06-11 20:59:32+00:00,7. “What we had been commemorating on May 29th of every year since the democratic restoration of 1999 has been the day of the handover of power from the military regime to the elected civilian administration.
270,officialABAT,2019-06-11 20:59:32+00:00,"6. President Muhammadu Buhari and the assent of the National Assembly, we are for the first time today celebrating our democracy as a nation on a historic day, June 12, which coincides with the day that the seed of today’s democratic sprouting was sown 26 years ago."
271,officialABAT,2019-06-11 20:59:32+00:00,"5. “Today, we commemorate the country’s emergent democracy in a way that is certainly more spiritually fulfilling and psychologically satisfying than has ever been the case since 1999. For, thanks to the administration of"
272,officialABAT,2019-06-11 20:59:32+00:00,4.  It is thus understandable and indeed justified that Nigerians are elated that the country has recorded 20 years of unbroken democratic rule since 1999.
273,officialABAT,2019-06-11 20:59:31+00:00,"3. “This is why, in spite of its many flaws and failings, man is yet to invent a form of government superior to democracy – the famed government of the people, by the people and for the people-."
274,officialABAT,2019-06-11 20:59:31+00:00,"2. In the realm of politics, the most fundamental truth that man has discovered is that power can be the handmaiden of progress and accelerated development only if it flows from the will of the electorate as determined in regular, free, fair and credible elections."
275,officialABAT,2019-06-11 20:59:30+00:00,"JUNE 12: THE TRUTH THAT SETS DEMOCRACY FREE IN OUR LAND

The power of truth to set men free from the limiting chains of falsehood and limiting superstitions is one of the most poignant spiritual verities that has proven to be valid across time &amp; space over the last two millennia."
276,officialABAT,2019-05-25 07:33:42+00:00,11...advance the frontiers of important issues such as fiscal federalism and support President Muhammadu Buhari in the task of taking the country to the Next Level”
277,officialABAT,2019-05-25 07:33:41+00:00,"10. ""I hope and pray that you will build a team that will properly position the NGF to contribute positively to national development,"
278,officialABAT,2019-05-25 07:33:41+00:00,"9. ""Your experience as Governor of Ekiti State in the first term, Minister of Mines in Abuja and your remarkable comeback as Governor for a second term have all enriched you for this assignment."
279,officialABAT,2019-05-25 07:33:41+00:00,"8. ""Having known and related with you over the years, I'm certain that you will perform creditably well given your impeccable credentials, competence, integrity and fine leadership ability."
280,officialABAT,2019-05-25 07:33:40+00:00,"7. ""Your election is a mark of respect for you by your colleagues and confidence in your ability to lead them meritoriously for the next two years."
281,officialABAT,2019-05-25 07:33:40+00:00,"6. The letter reads: ""Please accept my congratulations over your unanimous election as the Chairman of the Nigerian Governors’ Forum."
282,officialABAT,2019-05-25 07:33:39+00:00,"5...advance the frontiers of important issues such as fiscal federalism and support President Muhammadu Buhari in the task of taking the country to the Next Level""."
283,officialABAT,2019-05-25 07:33:39+00:00,"4. In a letter to the governor Tinubu personally signed and released on Friday by his Media Office, the APC leader urged Governor Fayemi to properly reposition the NGF ""to contribute positively to national development,"
284,officialABAT,2019-05-25 07:33:38+00:00,"3. Asiwaju Tinubu expressed confidence in the Ekiti State governor to deliver on the assignment given his credentials, competence, integrity and fine leadership ability."
285,officialABAT,2019-05-25 07:33:38+00:00,"2. All Progressives Congress National Leader, Asiwaju Bola Tinubu, has congratulated Governor Kayode Fayemi over his election as the new Chairman of the Nigeria Governors' Forum."
286,officialABAT,2019-04-21 23:21:19+00:00,"51. Those so enamored with gossiping about him, would do themselves and the nation well if they would follow his more productive example”."
287,officialABAT,2019-04-21 23:21:19+00:00,"50. “As for Asiwaju, he lives in the here and now. His words and deeds are geared toward perfecting progressive governance and resolving the substantive issues of today.  Nothing more, nothing less."
288,officialABAT,2019-04-21 23:21:18+00:00,"49. In due time, it shall come and shall decide the shape it is to take regardless of the plans we mortals hold for it."
289,officialABAT,2019-04-21 23:21:18+00:00,48. Our challenges are steep and multiple. Resolving them will occupy all of our time and energy. We do not have the luxury to embark on fantasies about the future. Let the future stay where it is for now
290,officialABAT,2019-04-21 23:21:17+00:00,47. “Elections are over. Now is the time for governance to take primacy. Those who have taken to intrigue about 2023 reveal themselves to be lacking in essential concern for the people and the substantive issues that confront us.
291,officialABAT,2019-04-21 23:21:16+00:00,"46. In supporting the party and the president, Asiwaju has shown his commitment to achieving the President’s goals. Nothing more should be read into it."
292,officialABAT,2019-04-21 23:21:16+00:00,"45. To be beneficial, politics must be tied to the greater purpose of governance such as with President Buhari’s goal to reform the national economy for the good of all Nigerians."
293,officialABAT,2019-04-21 23:21:15+00:00,44. “Politics requires jockeying and maneuvering for influence to get the right people in the right positions.
294,officialABAT,2019-04-21 23:21:15+00:00,43. All he cared for was power and position. Soon he will be deprived of both. House Speaker Dogara has fared only slightly better. Occupying these positions is not a guarantee of future success. It is only a guarantee of present duty.
295,officialABAT,2019-04-21 23:21:14+00:00,"42. “In 2015, Senator Saraki finagled his way into the senate presidency. He planted himself at the apex of legislative power. But his actions as Senate president showed a man devoid of compassion for the average Nigerian."
296,officialABAT,2019-04-21 23:21:14+00:00,"41. Moreover, that having allies in the national assembly leadership positions will greatly enhance someone’s presidential ambitions is a spurious claim."
297,officialABAT,2019-04-21 23:21:13+00:00,"40. “In the end, the rumor-mongers should court greater discipline and wisdom. As Asiwaju recently said there is no action a person can take that constitutes a political guarantee as to what may come four years from now."
298,officialABAT,2019-04-21 23:21:12+00:00,39. “What everyone who cares about Nigeria should now do is rally around the president to give him all possible support in driving to reality his economic policies and objectives. This is how we progress as a nation.
299,officialABAT,2019-04-21 23:21:12+00:00,"38. However, if these mongers oppose the president let them be of sufficient courage to plainly say so. They should not disparage Asiwaju as an indirect way to contend against the President."
300,officialABAT,2019-04-21 23:21:11+00:00,"37. “Thus, those who cast aspersions at Asiwaju, in reality are bucking against the stated position of the President. This is a democracy and people have the right to oppose whomever they wish to oppose."
301,officialABAT,2019-04-21 23:21:11+00:00,36. This is all Asiwaju has hoped to achieve. There are no ulterior motives. Everything he has done is in concert with and in furtherance of the wishes of President Buhari and the party.
302,officialABAT,2019-04-21 23:21:10+00:00,"35. “If we are truly committed to optimal governance, then we also must be equally committed to ensuring that the National Assembly leadership be competent and experienced as well as imbued with a progressive mindset and a desire to work in close cooperation with executive."
303,officialABAT,2019-04-21 22:54:48+00:00,"24. Joining forces with President Buhari and others who shared his progressive ideology, he helped form the APC. Since the inception of the APC, Asiwaju’s focus has been to assist President Buhari develop,"
304,officialABAT,2019-04-21 22:54:47+00:00,"23. “What afflicts them does not affect Asiwaju. Since he last held public office, Asiwaju has, with unprecedented success, dedicated himself toward building a political party that would furnish a progressive alternative to the regressive policies of the PDP."
305,officialABAT,2019-04-21 22:54:47+00:00,"22. Perhaps because these people have nothing to contribute regarding statecraft or providing actual solutions to actual problems, their minds remain forever mired in political machinations."
306,officialABAT,2019-04-21 22:54:46+00:00,21. They merely reveal what these people would do if they were Asiwaju. But they are not him and thankfully he is not motivated by the same selfish designs that fuel such people.
307,officialABAT,2019-04-21 22:54:46+00:00,"20. These peddlers of tales do not know the measure of the man nor can they understand what motivates him. Thus, they project their own petty ambitions and designs on to him. The rumors reveal more about the mongers than they say about Asiwaju."
308,officialABAT,2019-04-21 22:54:45+00:00,"19. “This track record does not evince a man obsessed with power and office. While the intrigue-mongers seek to depict Asiwaju as a man hungering for position, his deeds speak of something else."
309,officialABAT,2019-04-21 22:54:45+00:00,"18...Asiwaju, uniquely in Nigerian politics, has foregone his personal ambitions as his political ideas and policies have flourished in the hands of his allies and mentees."
310,officialABAT,2019-04-21 22:54:44+00:00,"17. Where others, upon leaving one office, tend to set their eyes immediately upon another,"
311,officialABAT,2019-04-21 22:54:44+00:00,"16. “If you were asked to name another political figure who has exercised such forbearance, you would be hard pressed to identify another person with a comparable record when it comes to restraint in seeking office."
312,officialABAT,2019-04-21 22:54:43+00:00,15. Asiwaju has not run for elected office since 2003. He last held office in 2007. He has never vied to become chairman of the APC nor has he tried to insinuate himself into any major government office.
313,officialABAT,2019-04-21 22:54:43+00:00,14. “This attempt to caricature Asiwaju as if his words and actions are all aimed at grabbing power will fail because this portrait distorts the plain truth. While the headlines are sensational they are also senseless because they are not grounded in fact.
314,officialABAT,2019-04-21 22:54:43+00:00,13...in the service of the nation instead of in the service of political intrigue and gossip mongering our country would be much the better.
315,officialABAT,2019-04-21 22:54:42+00:00,12. They also seem to have acquired the unique gift of bending time so that 2023 appears before we even reach the midway point of 2019. If these people would only enlist their uncanny talents...
316,officialABAT,2019-04-21 22:54:42+00:00,11. “The peddlers of these rumors have arrogated to themselves the preternatural ability to read Asiwaju’s mind more than he himself can know it.
317,officialABAT,2019-04-21 22:54:41+00:00,10. This is why they reelected in President Buhari while rejecting the horde of political jobbers that constitute the PDP.
318,officialABAT,2019-04-21 22:54:41+00:00,"9. The people elect those who they believe will be the best public servants, committed to the national wellbeing."
319,officialABAT,2019-04-21 22:54:40+00:00,"8. “However, the Nigerian people do not elect politicians to office simply to watch on as they maneuver and jostle for position at the next election."
320,officialABAT,2019-04-21 22:54:40+00:00,7. these people want to skip ahead to the next election as if they can cast aside the next four years.
321,officialABAT,2019-04-21 22:54:39+00:00,"6. is now preparing to lead the nation forward for the next four years. Instead of covering the President’s exciting Next Level agenda and what it promises in terms of economic and social growth &amp; development,"
322,officialABAT,2019-04-21 22:54:39+00:00,"5. “Nigeria has barely emerged from President Buhari and the APC’s resounding victory in the last election. The President, with the support of an APC majority in both chambers of our National Assembly,"
323,officialABAT,2019-04-21 22:54:38+00:00,4. It is for this latter reason that we find cause to speak out where otherwise we would have continued to watch on in silent amusement.
324,officialABAT,2019-04-21 22:54:38+00:00,"3. Not only are these reports utterly false, based as they are in the febrile imaginations of those persons by whom they are being peddled, they are injurious to President Buhari’s historic quest to reform Nigeria."
325,officialABAT,2019-04-21 22:54:37+00:00,2. The stories claim this supposed manipulation is the first salvo in Asiwaju’s effort to position himself for a presidential run during the 2023 election cycle.
326,officialABAT,2019-04-21 22:54:37+00:00,"1. “We have monitored, with rising incredulity, the rash of news stories claiming Asiwaju Tinubu is manipulating the APC nomination process for the National Assembly leadership."
327,officialABAT,2019-04-21 22:54:36+00:00,TINUBU FOCUSING ON THE ISSUES OF TODAY: TOMORROW IS THE MASTER OF ITSELF
328,officialABAT,2019-04-01 19:19:23+00:00,14. My prayer is that God grant the family the strength and grace to continue to contribute to the improvement of Lagos and Nigeria as our beloved Pa Fasinro would want them to do.
329,officialABAT,2019-04-01 19:19:23+00:00,13. We take some solace in that Pa Fasinro left behind talented and able children who will carry on his progressive legacy.
330,officialABAT,2019-04-01 19:19:22+00:00,"12. ""The country and Lagos greatly benefited from his wise counsel. Lagos and the nation shall miss him greatly. The Muslim Ulammah in Lagos, South-west and indeed Nigeria will deeply miss him."
331,officialABAT,2019-04-01 19:19:22+00:00,"11. ""Pa Fasinro believed that local government councils were training grounds for future leaders at the state and federal levels and he worked hard to turn this wise belief into practical reality."
332,officialABAT,2019-04-01 19:19:21+00:00,"10. ""Regarding further reorganisation of the council, Pa Fasinro was a strong ally and wise adviser when I spearheaded creation of additional councils in the state to accelerate economic development in Lagos."
